0,Christina Fox,87,63,191
1,James Bauman,37,65,110
2,Nathan Frison,96,63,220
3,Christopher Mccutcheon,72,76,108
4,Dalia Shepherd,79,78,221
5,Kenneth Gunn,84,61,194
6,Albert Wong,39,62,196
7,Scott Brooks,28,70,247
8,Willie Uchida,78,60,176
9,Rebecca Partin,71,63,276
10,Karen Halpin,23,68,298
11,Elisa Rigatti,47,64,134
12,Jay Pittsley,75,68,146
13,Beulah Kopp,23,68,236
14,Shannon Hearn,52,70,106
15,Bruce Chaparro,93,65,107
16,Eric Brewer,72,71,238
17,Micheal Boyd,85,70,205
18,Donald Martinez,53,76,206
19,Michael Weiss,64,69,193
20,Veronica Heath,76,69,293
21,Lois Wood,46,72,266
22,Malinda Curry,35,79,126
23,William Bryant,74,75,145
24,Liliana Ruiz,86,70,224
25,Amy Smith,83,79,258
26,Eric Rucker,56,68,279
27,Angelica Jimenez,59,70,190
28,Paul Friedman,55,63,143
29,Jose Barnes,51,75,123
30,Lonnie Ross,54,62,225
31,Jeff Campbell,85,70,270
32,Evan Drake,97,79,165
33,Aaron Augenstein,75,68,200
34,Barbara Romanelli,36,60,205
35,Angela Morris,54,60,139
36,Mary Oliver,73,67,206
37,Deborah Meyers,48,79,187
38,Sean Huey,99,72,238
39,Arthur Henderson,29,68,116
40,Larry Hale,42,77,104
41,Richard Perez,77,65,203
42,Mary Garcia,57,60,274
43,Darleen Bond,18,75,249
44,Dena Forte,73,62,222
45,Robert Durant,39,73,267
46,Lyn Bischoff,33,71,226
47,Kyle Barr,76,78,233
48,Sandra Horton,96,63,248
49,Marie Pratt,49,63,273
50,Dorothy Farmer,51,72,221
51,Elia Mckinney,97,77,242
52,Otis Malone,47,71,246
53,Jason Huggard,23,62,285
54,Andre Lucero,42,73,221
55,Ann Calcote,33,65,268
56,Nicolle Dean,78,69,151
57,Dirk Hammond,91,71,268
58,Charles Johanson,89,74,256
59,Jared Dodge,28,71,151
60,Dan Vargas,71,61,104
61,Candace Hanes,35,71,104
62,Susan Easton,77,78,267
63,Alma Coombs,85,72,110
64,Amy Goh,44,74,232
65,Miguel Gilmour,49,63,227
66,Lori Aynes,26,68,253
67,Karen Stupar,79,76,239
68,Jessica Glymph,72,66,221
69,Anna Mcpherson,21,68,213
70,Amy Hill,19,80,299
71,Carlos Munguia,43,77,142
72,Wendy Medrano,93,69,269
73,Charlotte Watkins,51,78,135
74,Arlen Williams,68,60,197
75,Roberto Winston,92,66,143
76,Carol Anderson,37,80,150
77,Kelli Isom,42,64,290
78,Patrica Comstock,71,80,145
79,Elisabeth Boscio,37,69,136
80,Diana Taylor,95,80,289
81,Alexandria Morris,39,61,240
82,Randy Hooper,56,73,251
83,Peter Miller,20,73,154
84,Odessa Watkins,54,61,164
85,Argelia Juarez,68,66,206
86,Shay Rodriguez,66,68,265
87,Danilo Miller,35,77,112
88,James Ferguson,68,69,166
89,Katherine Alvarez,37,68,213
90,Roy Bruce,63,79,261
91,Violet Mcneely,36,62,250
92,Yolanda New,75,66,199
93,John Isbell,70,65,254
94,Joetta Tompkins,61,61,134
95,James Smith,82,67,233
96,Robert Clark,86,65,143
97,Benjamin Marinez,69,72,143
98,Francis Raines,26,61,100
99,Michael Sandford,21,64,179
100,Robert Zimmerman,40,79,299
101,Lorene Reider,31,70,136
102,Ignacio Parsons,89,77,174
103,Mary Ide,28,74,212
104,Kevin Turnage,23,68,155
105,Georgie Hagood,48,62,214
106,Steven Ricker,29,78,233
107,Terry Chandler,53,80,195
108,Charles Margulis,77,69,165
109,Leah Thompson,69,74,147
110,Matthew Morse,75,64,272
111,Gerald Walls,58,62,211
112,Jaime Peller,78,79,192
113,Lindsay Hudson,62,65,135
114,Adele Martino,48,78,196
115,Grace Riley,40,75,289
116,Roy Sexton,67,80,103
117,Christopher Wadley,66,68,198
118,Luis Henry,41,61,179
119,Shirley Maloney,56,74,202
120,Robin Caruthers,46,65,159
121,Antonio Webster,39,74,231
122,Craig Tapia,67,75,167
123,Olivia Haddad,89,79,254
124,Ryan Bouldin,59,69,295
125,Laquita Grove,22,65,228
126,Norma Mattox,65,63,280
127,Scott Moorehead,52,67,268
128,George Francis,74,72,217
129,Mary Bell,69,74,169
130,Mary Daus,56,65,298
131,Jason Reeves,30,63,132
132,Donald Bolden,73,77,261
133,Sharon Duke,44,69,173
134,Alex Flowers,71,65,280
135,Elizabeth Bates,44,74,104
136,Neta Roberts,49,61,150
137,Jason Denson,72,73,200
138,Marry Ferrell,60,75,103
139,Gidget Doan,69,80,250
140,Virgil Williams,52,65,189
141,Patrick Taylor,79,80,188
142,Lessie Boyle,19,65,213
143,Dennis Bennett,39,61,166
144,Benita Griffey,97,62,252
145,Sandra Fortner,63,76,134
146,Barbara Eddy,95,62,247
147,Howard Hruby,62,64,292
148,Ronnie Bass,82,80,233
149,Marvin Kjar,50,68,269
150,Mary Williams,90,60,179
151,Anthony Anthony,58,80,208
152,Maria Rivas,45,62,196
153,Annie Jenkins,38,65,135
154,Angela Yancy,61,71,224
155,Dennis Todd,75,63,284
156,Linda Williams,77,80,120
157,Scott Ford,91,79,221
158,Thomas Satmary,72,70,227
159,Michael Crouch,57,73,235
160,Stacy Jacobs,93,80,164
161,Mark Beagle,63,71,107
