0,Sara Bailey,84,77,129
1,Matthew Stover,97,60,196
2,Alisa Barth,31,72,175
3,Brenda Ingber,80,62,230
4,Adam Brewer,81,63,235
5,Joseph Frezzo,97,78,285
6,Esther Jenkins,85,76,276
7,Gertrude Paine,20,63,183
8,Rose Christopher,94,67,244
9,Scott Peters,86,80,180
10,Jamie Stewart,49,73,157
11,Debra Lopez,71,79,212
12,Richard Fenton,38,70,275
13,Lorraine Griswold,50,67,181
14,Kevin Daniel,29,69,142
15,Freddy Luthy,30,61,154
16,Earl Titus,86,75,247
17,Mildred Morris,65,64,280
18,Deanna Clark,98,71,205
19,Ronald Flint,87,71,122
20,Warren Powless,42,60,134
21,Michael Phillips,99,70,255
22,Luis Grier,42,65,279
23,Katheryn Shimer,21,61,117
24,Dennis Lawerence,18,80,206
25,Earl Roberson,26,70,133
26,Elizabeth Jones,37,66,225
27,Bobby Cox,71,61,130
28,Carrie Garner,68,79,282
29,Frank Sales,41,69,248
30,Mathew Goodall,44,79,143
31,Kimberly Barclay,98,68,240
32,Jeremy Woods,49,69,210
33,Victor Zimmer,18,73,144
34,Roberto Mcdermott,22,76,185
35,Diane Hudgins,26,75,254
36,Kali Walker,31,80,173
37,Todd Rios,95,63,107
38,Edgar Freeman,18,67,242
39,Margaret Panzarino,67,61,246
40,Charles Martin,85,71,106
41,Fletcher Brown,62,79,179
42,Michael Blakenship,88,63,200
43,Jonathan Higgins,27,68,116
44,Joy Wasmer,95,62,209
45,Vincent Ross,56,62,255
46,Michael Hakimian,80,80,271
47,Gary Scott,87,70,199
48,Clifford Pereira,100,62,163
49,Latonia Hintz,95,62,137
50,Twyla Ramirez,64,74,195
51,Allan Sexton,85,74,259
52,Irene Deyo,68,67,125
53,Melissa Dotson,43,74,274
54,Clifford Albertson,53,65,169
55,Jamie Snyder,82,60,275
56,Jeffrey Back,77,68,238
57,Lori Kinard,18,70,203
58,Richard Hickman,50,62,197
59,Joshua Isch,61,74,230
60,Ben Knutson,58,78,239
61,Robert Williams,72,70,166
62,Michael Adams,23,67,110
63,Angelo Kirsch,71,60,112
64,Rose Mcneil,98,66,235
65,Gloria Burkins,51,77,112
66,Matthew Wegman,25,75,119
67,Nellie Powell,76,62,226
68,Kenneth Cyrus,47,65,140
69,Donna Merrick,63,77,275
70,David Barrett,57,68,213
71,Melvin Owens,54,61,239
72,Christine Wilburn,63,62,146
73,Benjamin Schultz,95,61,172
74,Maria Duran,74,71,275
75,Charles Murphy,25,73,200
76,Andrew Black,99,67,229
77,Candace Odell,29,72,155
78,Elsie Berman,22,62,164
79,Patricia Reinoso,35,64,203
80,Frances Anderson,86,70,193
81,Rachel Haase,59,77,171
82,Jessica Mcknight,73,60,297
83,Guadalupe Smith,47,75,206
84,Cody White,24,73,133
85,Thomas Sanders,49,60,217
86,Bruce Young,66,63,113
87,Ryan Bragg,72,64,201
